Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,PedsSen_Count,Weather_Temperature,Weather_Wind_Gust,Weather_Relative_Humidity,Weather_Precipitation,Is_Holiday
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-11,44808.0,19.939583,23.609999,87.28846,2.3999999,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-12,58012.0,18.741667,17.295,92.87933,0.3,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-13,69489.0,19.168749,23.25,84.20319,0.6,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-14,63038.0,16.389584,34.454998,80.3759,4.4999995,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-15,72562.0,17.081251,32.714996,74.78344,0.5,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-16,85171.0,17.95,33.96,74.96742,0.4,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-17,67456.0,16.072916,44.535007,75.126495,6.6,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-18,48383.0,15.604165,25.184998,71.052574,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-19,65488.0,15.529166,15.030001,79.490326,0.6,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-20,66920.0,17.8375,45.765,82.020515,21.6,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-21,74283.0,17.597918,24.675003,88.693474,1.2000002,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-22,83319.0,17.002083,24.105001,77.07615,0.1,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-23,80123.0,16.195833,15.884999,88.37573,8.900001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-24,72971.0,16.860416,29.054995,80.81046,1.2,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-25,48828.0,15.931249,34.47,71.29782,0.6,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-26,43337.0,15.489586,28.47,72.309,0.8000001,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-27,67367.0,15.281249,30.15,77.66257,3.6000001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-28,73660.0,13.929165,18.104998,78.43533,0.8,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-29,81465.0,13.520833,16.305,78.27961,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-04-30,87014.0,15.100001,21.36,83.370926,1.7,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-01,71470.0,16.202084,26.954998,74.13589,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-02,44287.0,12.445834,20.295,80.04246,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-03,61127.0,12.779167,11.205,78.851814,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-04,66816.0,14.443751,12.9,74.36869,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-05,68436.0,14.572917,17.564997,76.65634,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-06,75057.0,15.358335,15.224999,87.05988,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-07,84119.0,16.456251,36.584995,81.823204,0.4,0
