Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,PedsSen_Count,Weather_Temperature,Weather_Wind_Gust,Weather_Relative_Humidity,Weather_Precipitation,Is_Holiday
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-12,68929.0,5.99325,19.979998,86.171074,5.6,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-13,59157.0,7.0036674,18.315,81.549866,0.8,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-14,65678.0,6.84325,15.480002,81.57371,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-15,65217.0,7.6744995,23.219997,79.67385,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-16,69067.0,7.3661666,25.080002,70.599236,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-17,65353.0,7.922416,28.349998,70.82076,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-18,45206.0,9.082834,19.125002,78.00913,0.90000004,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-19,52600.0,9.276582,22.065,74.03237,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-20,52590.0,9.074497,13.785002,80.97442,1.3000001,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-21,52238.0,9.189083,23.234999,82.047585,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-22,50774.0,8.65575,23.880001,75.52898,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-23,62746.0,9.376582,22.619999,67.17275,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-24,63078.0,10.370334,25.859999,66.576744,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-25,45785.0,8.978667,27.855001,77.466324,0.0,0
Ireland,Dublin,IRDUB_1,Trinity College & Book of Kells,University,Cultural,53.3438,-6.254,2021-04-26,54115.0,10.649501,19.964998,70.1648,0.0,0
